"","x","y"
"1",-0.130116515188317,1.59151405938902
"2",1.36509966046005,5.10514363765443
"3",0.836279312959246,3.20636569016899
"4",1.2137158154347,4.22418938164905
"5",-0.999791347407958,-2.38860651173894
"6",-0.431155522405469,0.111415275634363
"7",-0.912546501509476,0.251479144084906
"8",-0.696051254990113,-0.261240840059953
"9",-0.872860001290373,-0.481954027768463
"10",0.780723382300459,0.197927947934387
"11",-0.508491357424775,0.19014397585751
"12",1.79448119517289,5.84848924556587
"13",-0.206842101683759,-0.613863226263051
"14",0.753248519576646,1.65138573774529
"15",-0.280400358606955,0.863971999838222
"16",0.809830296122636,0.615670293936066
"17",0.753548842735909,0.844803805127662
"18",0.348253640620922,1.20107435807524
"19",1.48103233741314,3.71459503249551
"20",0.844368767006062,2.25864709924988
"21",-0.230702891472934,0.0258682878257114
"22",-1.31463591823524,-1.47945235376777
"23",1.88476811435535,4.80048464012093
"24",-1.2148243852095,-1.41601019157494
"25",-0.56848039596641,1.460460110062
"26",-0.579937541854221,1.23314260623523
"27",0.229685770848834,2.73742976305459
"28",0.507338811585285,1.73803577626733
"29",-1.44416061380156,-2.93798510975347
"30",0.632693357413805,2.09095682823275
"31",0.92371038647226,3.66102485403583
"32",-0.00410420576749854,0.37712979904332
"33",0.569438541607895,1.55025535627313
"34",0.843456016274464,2.58963635128195
"35",-0.619669653071642,0.45190532230016
"36",0.0844741218397406,-0.113342854525262
"37",0.0448833356060256,1.56857854751511
"38",-1.86002992781851,-2.36398622118761
"39",-0.487371584203688,-0.304796021754816
"40",-0.729955893196738,-1.01754148406189
"41",-0.21408962869822,0.0818777464335863
"42",-0.583954030330369,-0.442792193784427
"43",2.26046489755936,4.50812956819369
"44",1.92544493527433,6.5142235164486
"45",0.781843985051627,2.41585558598071
"46",0.21119159374802,3.84413655740835
"47",1.06375622038858,4.40419057918549
"48",-0.95855978290399,0.47191331100732
"49",-0.148105539048378,1.59865959242441
"50",-0.491242276915646,0.89359841350496
"51",-0.251969307117483,1.51685002477845
"52",-0.703174331580345,-2.79440015322841
"53",0.222332940252396,1.31127742067272
"54",-0.508099196386874,0.210689232427705
"55",0.876567404928512,2.71522994162659
"56",1.32706687729178,4.62506202847449
"57",1.13474492059696,4.25495105442364
